------------Training error values------------
0.993813 0 0.493832
0.844767 0 0.356816
0.992652 0 0.492679
0.0307445 0 0.000472612
0.829181 0 0.34377
0.694162 0 0.240931
-0.497158 1 1.12074
-0.0586885 0 0.00172217
0.967415 0 0.467946
--------
0.593135 0 0.175904
-0.978715 0 0.478942
-0.790631 0 0.312549
0.0997097 0 0.00497101
0.496106 1 0.126955
0.992066 0 0.492098
-0.991982 0 0.492014
-0.444637 0 0.0988508
0.0959845 0 0.00460651
-0.740169 0 0.273925
--------
-0.967056 0 0.467599
0.633324 1 0.0672255
0.645618 0 0.208411
-0.104167 0 0.00542542
-0.699493 0 0.244645
0.987332 0 0.487412
-0.700297 0 0.245208
-0.0866434 0 0.00375354
-0.168951 0 0.0142723
-0.982443 0 0.482598
--------
0.541886 0 0.14682
-0.231425 0 0.0267789
-0.930426 0 0.432846
0.7148 1 0.0406696
0.91967 0 0.422896
0.973259 0 0.473616
-0.988772 0 0.488835
-0.98808 0 0.488151
0.0758638 0 0.00287766
-0.573119 0 0.164233
--------
-0.999966 0 0.499966
-0.581499 0 0.169071
-0.928697 0 0.431239
-0.796524 0 0.317225
0.995971 1 8.11488e-006
0.692349 0 0.239674
-0.437801 0 0.0958348
-0.152807 0 0.011675
0.950415 0 0.451645
-0.853865 0 0.364543
--------
-0.988784 1 1.97763
-0.929128 0 0.43164
-0.984885 0 0.484999
-0.78872 0 0.31104
0.981542 0 0.481712
0.706168 0 0.249337
-0.793139 0 0.314535
0.740633 0 0.274269
0.912981 0 0.416767
-0.955093 0 0.456101
--------
-0.99912 0 0.49912
0.912465 0 0.416297
-0.718448 0 0.258084
0.998172 0 0.498174
0.998681 1 8.69869e-007
0.479792 0 0.1151
-0.148939 0 0.0110915
0.96898 0 0.469461
0.43955 0 0.096602
-0.757818 0 0.287144
--------
0.972817 0 0.473186
-0.984358 0 0.48448
-0.872984 0 0.381051
0.524098 0 0.137339
0.284504 0 0.0404713
0.980055 0 0.480254
-0.997998 0 0.498
-0.94769 0 0.449058
-0.803802 1 1.62685
-0.692679 0 0.239902
--------
-0.998182 1 1.99637
0.669022 0 0.223795
0.00143722 0 1.03279e-006
0.688487 0 0.237007
0.750605 0 0.281704
0.497001 0 0.123505
0.932544 0 0.434819
-0.516881 0 0.133583
0.664248 0 0.220612
-0.081361 0 0.00330981
--------
0.884689 0 0.391337
-0.0755303 0 0.00285241
-0.982642 0 0.482792
0.898922 0 0.40403
-0.803021 1 1.62544
0.831816 0 0.345959
-0.984702 0 0.484819
-0.561616 0 0.157706
-0.962902 0 0.46359
-0.999766 0 0.499766
--------
-0.999188 0 0.499188
0.574402 0 0.164969
-0.34497 0 0.059502
0.788287 1 0.0224112
0.810103 0 0.328133
0.811664 0 0.329399
0.578351 0 0.167245
-0.267309 0 0.035727
0.606772 0 0.184086
-0.622561 0 0.193791
--------
-0.999984 0 0.499984
0.274906 0 0.0377865
-0.673481 0 0.226789
-0.442054 0 0.0977061
0.942644 0 0.444289
0.680641 0 0.231636
0.61642 1 0.0735668
0.207455 0 0.0215188
0.970573 0 0.471006
-0.899492 0 0.404543
--------
-0.995624 0 0.495633
0.782846 0 0.306424
0.92048 0 0.423641
-0.393679 0 0.0774916
-0.196418 0 0.01929
0.984304 0 0.484427
-0.033043 0 0.000545921
-0.972862 0 0.47323
0.916944 1 0.00344913
-0.06696 0 0.00224182
--------
0.909516 0 0.41361
0.786999 0 0.309684
-0.186912 0 0.0174681
0.984938 0 0.485052
-0.75061 0 0.281708
0.996191 0 0.496198
-0.990498 0 0.490544
-0.969124 1 1.93873
0.13777 0 0.00949027
-0.968515 0 0.469011
--------
-0.999812 0 0.499812
0.120279 0 0.00723348
-0.174982 0 0.0153094
0.0964318 0 0.00464955
0.304732 0 0.0464307
0.808417 0 0.326769
0.114997 1 0.391616
-0.942392 0 0.444051
0.973256 0 0.473613
-0.986587 0 0.486677
--------
-0.9996 1 1.9992
0.49159 0 0.12083
0.302374 0 0.0457151
0.128021 0 0.00819468
-0.652503 0 0.21288
0.856585 0 0.366869
-0.395277 0 0.0781221
-0.683456 0 0.233556
0.903326 0 0.407999
-0.997207 0 0.497211
--------
-0.999989 0 0.499989
0.367669 0 0.0675904
-0.186169 0 0.0173295
-0.942205 0 0.443876
0.938331 0 0.440232
0.73679 0 0.271429
0.931943 0 0.434259
0.104549 0 0.00546524
0.805862 0 0.324707
-0.371088 1 0.939941
--------
-0.937285 0 0.439251
0.929756 0 0.432223
-0.805175 0 0.324154
0.998804 0 0.498805
0.698577 0 0.244005
0.99131 0 0.491348
-0.978235 0 0.478472
-0.675924 1 1.40436
0.84169 0 0.354221
-0.969489 0 0.469955
--------
0.995162 0 0.495174
0.799847 0 0.319878
-0.190295 0 0.018106
0.889529 0 0.395631
-0.987712 0 0.487787
0.71682 1 0.0400956
-0.964885 0 0.465502
-0.0533474 0 0.00142297
-0.445882 0 0.0994052
-0.995062 0 0.495074
--------
-0.995604 0 0.495614
0.8457 0 0.357604
-0.859578 0 0.369437
0.996949 0 0.496953
0.991458 0 0.491494
0.854107 0 0.364749
-0.557669 0 0.155497
0.603135 1 0.078751
0.672916 0 0.226408
-0.852609 0 0.363471
--------
-0.995049 0 0.495061
-0.916655 0 0.420128
-0.992668 1 1.98536
0.194047 0 0.0188271
0.997297 0 0.4973
0.790217 0 0.312221
-0.846622 0 0.358384
0.867627 0 0.376388
0.754734 0 0.284812
-0.216825 0 0.0235066
--------
0.932036 0 0.434345
-0.731267 1 1.49864
-0.964628 0 0.465254
-0.482988 0 0.116639
0.738647 0 0.272799
0.98153 0 0.481701
-0.996911 0 0.496916
-0.508162 0 0.129114
-0.936543 0 0.438557
-0.971065 0 0.471483
--------
0.997975 0 0.497977
0.898057 1 0.00519623
0.935095 0 0.437201
0.537605 0 0.14451
-0.999924 0 0.499924
-0.202489 0 0.0205009
0.0720678 0 0.00259688
-0.164768 0 0.0135743
-0.784078 0 0.30739
-0.98348 0 0.483616
--------
-0.999921 0 0.499921
0.738803 0 0.272915
0.583616 0 0.170304
-0.662958 0 0.219756
-0.494383 0 0.122207
0.789808 0 0.311898
0.43571 1 0.159212
-0.390016 0 0.0760561
0.920387 0 0.423556
-0.995314 0 0.495325
--------
-0.999755 0 0.499755
0.812486 0 0.330067
0.302535 0 0.0457637
-0.752253 0 0.282942
0.806591 0 0.325295
-0.388446 0 0.0754453
0.902268 0 0.407044
0.629469 0 0.198116
0.0822699 1 0.421114
-0.786887 0 0.309596
--------
-0.997072 0 0.497077
0.916199 0 0.41971
-0.914984 0 0.418597
0.999313 0 0.499313
0.985321 0 0.485429
0.847211 0 0.358883
-0.967429 0 0.467959
0.947107 0 0.448506
0.441003 0 0.0972417
-0.985749 1 1.9716
--------
-0.997707 0 0.49771
-0.422915 0 0.0894286
0.965081 0 0.465691
-0.942365 0 0.444025
-0.992192 1 1.98441
0.904117 0 0.408714
0.315084 0 0.0496389
0.390767 0 0.0763492
0.557468 0 0.155385
-0.993219 0 0.493242
--------
0.73963 0 0.273526
-0.960158 1 1.92111
-0.287815 0 0.0414187
-0.222007 0 0.0246435
0.323877 0 0.0524481
0.995937 0 0.495945
-0.997448 0 0.497452
-0.742463 0 0.275626
0.269086 0 0.0362036
-0.842491 0 0.354896
--------
-0.83916 0 0.352095
0.962655 0 0.463352
-0.951426 0 0.452606
0.999283 0 0.499283
-0.74531 0 0.277744
0.289229 1 0.252598
-0.887547 0 0.393869
0.478122 0 0.114301
-0.819871 0 0.336094
-0.998304 0 0.498306
--------
-0.998344 0 0.498345
-0.941479 0 0.443191
-0.990938 1 1.98192
0.761721 0 0.290109
0.998675 0 0.498675
0.307899 0 0.0474009
-0.878631 0 0.385996
-0.581631 0 0.169147
0.631416 0 0.199343
-0.687061 0 0.236027
--------
-0.667037 0 0.222469
-0.221434 0 0.0245165
0.570154 1 0.0923839
-0.114499 0 0.00655502
0.171209 0 0.0146562
0.998498 0 0.498499
0.333116 0 0.0554832
-0.882678 0 0.38956
0.982221 0 0.482379
0.965808 0 0.466393
--------
0.343784 0 0.0590938
0.963434 0 0.464102
-0.836915 0 0.350213
0.99976 0 0.49976
0.497193 0 0.1236
0.993526 0 0.493547
-0.988501 0 0.488567
-0.957418 0 0.458325
0.1672 0 0.0139779
-0.951941 1 1.90504
--------
-0.999183 1 1.99837
-0.732918 0 0.268584
-0.972182 0 0.472569
-0.40587 0 0.082365
0.976835 0 0.477103
-0.58254 0 0.169676
0.879911 0 0.387122
-0.454642 0 0.10335
0.996016 0 0.496024
-0.891584 0 0.397461
--------
0.88786 0 0.394148
-0.66643 0 0.222064
0.553214 0 0.153023
0.161344 1 0.351672
-0.375076 0 0.0703411
0.996467 0 0.496473
-0.980793 0 0.480978
-0.959228 0 0.460059
-0.188743 0 0.0178119
-0.788255 0 0.310673
--------
-0.977908 0 0.478152
0.995358 0 0.495368
0.991223 0 0.491261
-0.851025 0 0.362122
-0.41812 0 0.0874122
0.333365 0 0.0555661
0.98298 0 0.483125
0.971779 0 0.472177
0.784463 0 0.307691
0.944001 1 0.00156793
--------
-0.999997 0 0.499997
0.893226 0 0.398926
0.0703034 0 0.00247128
0.597985 0 0.178793
0.988469 0 0.488535
0.398493 0 0.0793982
0.967834 1 0.00051733
0.801502 0 0.321203
0.986155 0 0.486251
-0.166938 0 0.0139342
--------
-0.988759 0 0.488823
0.944097 0 0.44566
0.636029 0 0.202266
0.826772 0 0.341776
0.876016 0 0.383702
0.962418 0 0.463124
0.923737 0 0.426645
0.401995 1 0.178805
0.963705 0 0.464364
0.986419 0 0.486511
--------
-0.995148 0 0.49516
0.212131 0 0.0224997
-0.963041 1 1.92676
0.981133 0 0.481311
0.987652 0 0.487728
0.807089 0 0.325696
-0.769971 0 0.296428
0.212659 0 0.022612
0.790214 0 0.312219
-0.894745 0 0.400284
--------
-0.649338 1 1.36016
0.800409 0 0.320327
0.964909 0 0.465524
-0.865639 0 0.374666
-0.887052 0 0.39343
0.999169 0 0.499169
0.105076 0 0.00552045
-0.79188 0 0.313537
0.931752 0 0.434081
-0.152605 0 0.0116441
--------
0.963032 0 0.463715
-0.87631 0 0.383959
-0.694795 0 0.24137
-0.134011 1 0.64299
0.462426 0 0.106919
0.99607 0 0.496077
-0.996595 0 0.4966
-0.990263 0 0.490311
-0.195798 0 0.0191683
-0.651026 0 0.211917
--------
-0.577166 0 0.16656
0.319295 0 0.0509746
0.458709 0 0.105207
-0.30455 0 0.0463753
-0.982698 0 0.482848
0.991522 1 3.59412e-005
-0.939795 0 0.441607
-0.955775 0 0.456753
0.924209 0 0.427081
-0.99796 0 0.497962
--------
-0.785703 0 0.308665
-0.871563 0 0.379811
-0.898426 0 0.403585
-0.283094 0 0.0400711
0.256791 1 0.27618
0.973401 0 0.473755
-0.964038 0 0.464685
-0.847001 0 0.358705
0.423831 0 0.0898163
-0.998621 0 0.498622
--------
-0.944943 0 0.446458
0.280653 0 0.0393829
0.0373931 0 0.000699123
0.914887 1 0.00362214
0.494849 0 0.122438
0.916914 0 0.420365
-0.901408 0 0.406268
-0.856606 0 0.366887
0.70668 0 0.249698
-0.65198 0 0.212539
--------
-0.999859 0 0.499859
0.124715 0 0.00777689
-0.139481 0 0.00972746
0.0797006 0 0.0031761
0.350242 0 0.0613349
0.807662 0 0.326159
0.312833 1 0.236099
-0.947183 0 0.448577
0.982485 0 0.482638
-0.97553 0 0.475829
--------
0.918268 0 0.421608
0.97694 0 0.477206
0.137517 0 0.00945546
0.259245 0 0.033604
-0.953331 0 0.45442
0.852661 1 0.0108543
-0.735014 0 0.270123
0.50937 0 0.129729
-0.196913 0 0.0193874
-0.975923 0 0.476213
--------
-0.986237 0 0.486332
-0.680814 0 0.231754
-0.874523 0 0.382395
-0.257677 0 0.0331987
0.964599 0 0.465226
0.0691814 0 0.00239304
-0.91788 0 0.421252
0.913388 0 0.417138
-0.823903 1 1.66331
-0.915577 0 0.419141
--------
-0.999983 0 0.499983
0.677471 0 0.229484
-0.37869 0 0.0717032
-0.360203 0 0.0648729
0.707487 0 0.250269
0.409534 0 0.0838589
0.868636 0 0.377264
0.298608 0 0.0445835
0.971566 0 0.47197
-0.977134 1 1.95453
--------
-0.879238 0 0.38653
0.576234 0 0.166023
-0.42472 0 0.0901937
0.674542 0 0.227503
0.934668 0 0.436802
0.990437 1 4.57241e-005
-0.229895 0 0.0264259
-0.979252 0 0.479467
0.925081 0 0.427887
-0.314051 0 0.0493141
--------
-0.919688 0 0.422913
-0.914919 0 0.418538
-0.995671 0 0.49568
0.524442 0 0.13752
0.999701 1 4.48184e-008
0.939023 0 0.440882
-0.97098 0 0.471401
0.987451 0 0.48753
0.434575 0 0.0944279
0.495237 0 0.12263
--------
-0.960016 0 0.460815
0.836893 0 0.350195
0.291477 0 0.0424794
0.900175 0 0.405158
-0.248488 0 0.0308732
0.998419 0 0.49842
-0.954461 0 0.455498
-0.989611 1 1.97928
0.993354 0 0.493376
-0.943538 0 0.445132
--------
0.973189 0 0.473549
-0.679075 0 0.230572
-0.717901 0 0.257691
-0.269966 0 0.0364409
0.8952 1 0.00549152
0.998649 0 0.49865
-0.997073 0 0.497077
-0.95255 0 0.453676
-0.390605 0 0.0762861
-0.857835 0 0.36794
--------
-0.990982 0 0.491023
-0.355749 0 0.0632786
-0.981948 1 1.96406
0.753484 0 0.283869
0.990722 0 0.490765
0.790537 0 0.312474
-0.824314 0 0.339747
-0.0121865 0 7.42554e-005
0.844435 0 0.356535
-0.0513978 0 0.00132087
--------
-0.999582 0 0.499582
0.6219 0 0.19338
0.208594 0 0.0217558
-0.902795 0 0.407519
0.000763931 0 2.91795e-007
0.378234 0 0.0715303
0.841305 0 0.353897
0.169796 1 0.34462
0.965025 0 0.465637
-0.985624 0 0.485728
--------
0.938241 0 0.440148
-0.973236 0 0.473594
-0.258579 0 0.0334315
-0.66504 1 1.38618
0.748648 0 0.280237
0.995744 0 0.495754
-0.994233 0 0.49425
-0.970816 0 0.471242
-0.572379 0 0.163809
-0.242568 0 0.0294197
--------
0.17028 0 0.0144977
-0.697006 0 0.242909
-0.912723 0 0.416531
0.924401 0 0.427259
-0.987915 1 1.9759
0.796827 0 0.317467
-0.989187 0 0.489245
0.269521 0 0.0363207
-0.0518136 0 0.00134233
-0.999488 0 0.499488
--------
0.997785 0 0.497788
-0.897138 0 0.402428
-0.873659 0 0.38164
0.965268 0 0.465871
-0.965061 0 0.465671
0.579336 0 0.167815
-0.987728 0 0.487803
-0.966729 0 0.467283
-0.528262 1 1.16779
-0.914693 0 0.418331
--------
-0.98474 0 0.484856
0.996208 0 0.496215
-0.617426 0 0.190607
0.989578 0 0.489632
0.813853 0 0.331179
0.853692 0 0.364395
-0.909436 0 0.413537
0.745807 0 0.278114
0.982264 0 0.482422
-0.799432 1 1.61898
--------
0.645122 0 0.208091
-0.973557 1 1.94746
-0.0808341 0 0.00326708
-0.189562 0 0.0179668
0.0947011 0 0.00448414
0.995776 0 0.495785
-0.99747 0 0.497474
-0.669925 0 0.2244
0.516767 0 0.133524
-0.757935 0 0.287233
--------
-0.927398 0 0.430033
0.839487 0 0.352369
0.209249 0 0.0218926
0.883906 0 0.390645
0.894043 0 0.399656
0.999774 0 0.499774
-0.984156 0 0.484281
-0.405815 0 0.0823427
0.982208 0 0.482367
-0.00896829 1 0.509009
--------
0.384817 0 0.0740422
-0.850492 0 0.361669
-0.9868 1 1.97369
-0.957557 0 0.458458
0.981553 0 0.481723
0.930723 0 0.433122
-0.91947 0 0.422713
-0.991277 0 0.491315
0.650268 0 0.211424
-0.811868 0 0.329565
--------
-0.989013 0 0.489073
0.931145 0 0.433516
0.980878 0 0.48106
-0.762933 0 0.291033
-0.457523 0 0.104664
0.992996 0 0.49302
-0.418225 0 0.0874561
-0.929423 0 0.431914
0.816162 1 0.0168981
0.00126124 0 7.95367e-007
--------
-0.169401 0 0.0143484
0.316776 0 0.0501737
0.865029 0 0.374137
-0.899932 0 0.404939
0.700133 0 0.245093
0.977808 0 0.478055
0.930771 0 0.433167
-0.899863 1 1.80474
0.909965 0 0.414018
0.983566 0 0.483701
--------
-0.999973 0 0.499973
0.864425 0 0.373615
-0.798389 0 0.318712
0.959273 0 0.460102
0.995076 0 0.495088
0.655306 0 0.214713
-0.28435 0 0.0404273
0.969063 0 0.469542
0.968072 0 0.468582
-0.959738 1 1.92029
--------
0.444143 0 0.0986315
0.336936 1 0.219827
0.498486 0 0.124244
0.511338 0 0.130733
-0.485604 0 0.117906
0.998969 0 0.498969
-0.995223 0 0.495234
-0.723353 0 0.26162
0.744328 0 0.277012
-0.907139 0 0.411451
--------
-0.728553 0 0.265395
0.687022 0 0.235999
-0.98563 0 0.485733
0.985018 0 0.485131
0.992702 0 0.492729
0.660064 0 0.217842
-0.865161 0 0.374252
-0.715844 0 0.256216
0.461852 1 0.144802
0.0979577 0 0.00479786
--------
-0.998501 0 0.498502
0.95996 0 0.460762
0.348738 0 0.0608091
0.986803 0 0.48689
0.940063 0 0.44186
0.99313 0 0.493153
-0.950158 0 0.4514
0.193915 1 0.324887
0.991503 0 0.491539
-0.932402 0 0.434687
--------
-0.978625 0 0.478854
-0.934813 0 0.436938
-0.998166 0 0.498167
0.966944 0 0.46749
0.999104 1 4.01815e-007
0.519116 0 0.134741
-0.906471 0 0.410845
0.20243 0 0.0204889
0.15352 0 0.0117843
-0.423864 0 0.0898302
--------
-0.504085 0 0.127051
-0.84165 1 1.69584
-0.717559 0 0.257446
0.190843 0 0.0182106
0.135122 0 0.00912893
0.988813 0 0.488876
-0.997433 0 0.497436
0.334752 0 0.0560293
-0.00387422 0 7.50481e-006
-0.939512 0 0.441342
--------
-0.984632 0 0.48475
0.505452 0 0.127741
-0.819338 0 0.335658
0.969349 1 0.000469754
0.227319 0 0.0258371
0.19814 0 0.0196298
0.340032 0 0.0578109
-0.434637 0 0.0944546
0.614949 0 0.189081
-0.897667 0 0.402903
--------
0.919055 0 0.422331
-0.720767 1 1.48052
-0.538488 0 0.144985
-0.219319 0 0.0240504
0.814212 0 0.33147
0.998847 0 0.498848
-0.998275 0 0.498277
-0.94611 0 0.447562
-0.147214 0 0.010836
-0.736995 0 0.271581
--------
0.815184 0 0.332262
-0.918706 1 1.84072
-0.990791 0 0.490833
0.84455 0 0.356632
-0.8794 0 0.386673
0.701679 0 0.246176
-0.993924 0 0.493942
-0.973959 0 0.474298
-0.933004 0 0.435248
-0.997829 0 0.497831
--------
-0.982497 1 1.96515
-0.683895 0 0.233857
-0.926701 0 0.429388
-0.121017 0 0.0073225
0.993429 0 0.493451
0.695036 0 0.241537
-0.388306 0 0.0753906
-0.641365 0 0.205675
0.974861 0 0.475177
0.663268 0 0.219962
--------
-0.90205 0 0.406847
0.945501 0 0.446986
-0.949625 1 1.90052
0.809505 0 0.327649
-0.489388 0 0.11975
-0.992973 0 0.492997
0.965218 0 0.465823
-0.364583 0 0.0664602
0.274414 0 0.0376514
-0.989217 0 0.489275
--------
-0.702426 0 0.246701
-0.0547373 0 0.00149808
0.938197 0 0.440107
-0.723967 1 1.48603
-0.668465 0 0.223423
0.998831 0 0.498831
-0.964423 0 0.465056
-0.341616 0 0.0583508
0.822472 0 0.33823
-0.567169 0 0.160841
--------
-0.999375 0 0.499375
0.703037 0 0.24713
-0.821443 0 0.337384
0.965452 0 0.466049
0.894221 0 0.399816
0.704877 0 0.248426
-0.699558 0 0.244691
0.931846 0 0.434169
0.952937 0 0.454045
-0.996013 1 1.99203
--------
-0.95745 0 0.458355
-0.819552 0 0.335833
-0.972804 0 0.473174
0.328049 0 0.053808
0.998309 1 1.43052e-006
0.703556 0 0.247495
-0.93375 0 0.435945
-0.9253 0 0.42809
-0.148733 0 0.0110607
-0.896924 0 0.402237
--------
-0.99958 0 0.49958
0.746878 0 0.278914
-0.941622 0 0.443326
0.995767 0 0.495776
0.99952 0 0.49952
0.769325 0 0.29593
-0.911644 0 0.415548
0.988614 0 0.488679
0.877264 0 0.384796
-0.818113 1 1.65277
--------
-0.99969 0 0.499691
-0.571902 0 0.163536
-0.946823 1 1.89506
0.612187 0 0.187386
0.981649 0 0.481818
0.0241193 0 0.000290872
0.0492601 0 0.00121328
0.264111 0 0.0348772
0.889438 0 0.39555
-0.838194 0 0.351285
--------
0.888137 0 0.394394
0.866499 1 0.00891123
-0.726726 0 0.264065
0.998751 0 0.498752
-0.256525 0 0.0329025
-0.0394314 0 0.000777419
-0.988995 0 0.489055
-0.99586 0 0.495868
-0.918312 0 0.421649
-0.986965 0 0.48705
--------
-0.999969 0 0.499969
0.58814 0 0.172954
0.326879 0 0.0534249
-0.629386 0 0.198063
0.25251 0 0.0318806
0.832214 0 0.34629
0.909687 1 0.00407822
-0.771236 0 0.297402
0.988006 0 0.488078
-0.882332 0 0.389255
--------
0.943381 0 0.444984
-0.76628 0 0.293592
-0.967554 0 0.468081
0.998682 0 0.498683
-0.748159 0 0.279871
-0.331055 0 0.0547986
-0.993009 0 0.493033
-0.958536 0 0.459396
-0.489172 1 1.10882
-0.976405 0 0.476684
--------
0.999109 0 0.49911
0.226739 0 0.0257053
-0.962897 0 0.463586
0.931594 0 0.433934
-0.48486 1 1.10241
0.990908 0 0.49095
-0.997774 0 0.497776
-0.984185 0 0.48431
-0.911239 0 0.415179
-0.937272 0 0.439239
--------
-0.819535 0 0.335819
0.62565 0 0.195719
0.751596 0 0.282448
-0.695154 0 0.24162
-0.794252 0 0.315418
0.995873 0 0.495882
0.162167 0 0.0131491
-0.321495 1 0.873175
0.27748 0 0.0384975
-0.464626 0 0.107939
--------
-0.370181 0 0.0685169
0.572395 0 0.163818
0.861718 0 0.371279
-0.575622 0 0.16567
-0.710616 0 0.252488
0.997228 0 0.497232
0.35998 0 0.0647927
-0.857993 1 1.72607
0.960706 0 0.461478
0.406814 0 0.0827486
--------
0.998617 0 0.498618
-0.542803 0 0.147318
-0.987151 0 0.487233
0.908857 0 0.413011
-0.965247 1 1.9311
0.157576 0 0.0124151
-0.958684 0 0.459538
-0.439687 0 0.0966622
-0.990303 0 0.49035
-0.971529 0 0.471935
--------
0.983917 0 0.484046
0.781502 0 0.305373
-0.358605 0 0.0642986
0.931634 0 0.433971
-0.594374 1 1.27101
0.950511 0 0.451736
-0.936456 0 0.438475
-0.94681 0 0.448224
-0.754091 0 0.284327
-0.944198 0 0.445755
--------
-0.999914 0 0.499914
-0.0847272 0 0.00358935
-0.923147 0 0.426101
0.527219 0 0.13898
0.988849 0 0.488911
0.605022 0 0.183026
-0.405418 0 0.0821819
0.714308 0 0.255118
0.936568 0 0.438579
-0.906967 1 1.81826
--------
-0.999098 0 0.499098
-0.0372892 0 0.00069524
-0.886619 1 1.77967
0.325155 0 0.052863
0.937062 0 0.439043
0.440699 0 0.097108
-0.489033 0 0.119577
0.0011732 0 6.88198e-007
0.955129 0 0.456136
-0.716748 0 0.256864
--------
-0.865108 0 0.374206
0.766593 0 0.293833
-0.316023 0 0.0499352
-0.801912 0 0.321532
-0.155816 0 0.0121393
-0.915972 1 1.83547
0.752587 0 0.283194
0.405892 0 0.0823742
-0.36072 0 0.0650594
-0.864027 0 0.373271
--------
0.92852 0 0.431074
0.30332 0 0.0460015
-0.884199 0 0.390904
0.983322 0 0.483461
0.0440641 0 0.000970822
0.994196 0 0.494213
-0.943842 0 0.445419
-0.991918 1 1.98387
0.752035 0 0.282778
-0.817284 0 0.333977
--------
-0.999585 0 0.499585
-0.812711 0 0.33025
-0.941438 1 1.88459
0.133163 0 0.00886622
0.982728 0 0.482877
-0.113418 0 0.00643178
-0.088446 0 0.00391135
-0.251426 0 0.0316076
0.765215 0 0.292777
-0.836227 0 0.349638
--------
-0.985317 0 0.485425
-0.648188 0 0.210074
-0.927156 0 0.429809
-0.478902 0 0.114674
0.998613 1 9.61306e-007
0.581505 0 0.169074
-0.608361 0 0.185051
-0.969631 0 0.470092
0.541825 0 0.146787
-0.606665 0 0.184021
--------
-0.999846 0 0.499846
-0.0618522 0 0.00191285
0.741249 0 0.274725
-0.602179 0 0.181309
-0.797693 1 1.61585
0.966512 0 0.467073
0.797755 0 0.318207
-0.771776 0 0.297819
0.966807 0 0.467358
-0.918332 0 0.421666
--------
-0.999714 0 0.499714
0.441682 0 0.0975413
-0.94947 1 1.90022
0.902106 0 0.406898
0.991414 0 0.491451
0.819455 0 0.335753
-0.575623 0 0.165671
0.813647 0 0.331011
0.948977 0 0.450278
-0.897659 0 0.402896
--------
-0.781236 0 0.305165
0.980108 1 0.000197837
0.704018 0 0.247821
0.918364 0 0.421697
-0.954581 0 0.455612
0.987808 0 0.487882
-0.981753 0 0.48192
-0.981307 0 0.481482
0.813283 0 0.330714
-0.997755 0 0.497757
--------
0.974108 0 0.474443
0.883406 0 0.390203
-0.906171 0 0.410573
0.997943 0 0.497945
-0.833159 0 0.347077
0.996292 0 0.496299
-0.985242 0 0.485351
-0.980861 0 0.481044
0.261163 0 0.0341031
-0.958225 1 1.91732
--------
-0.999591 0 0.499591
0.721747 0 0.260459
0.925806 0 0.428558
-0.911933 0 0.415811
0.188761 0 0.0178154
0.987525 0 0.487603
0.131227 0 0.00861023
-0.785576 1 1.59414
0.822967 0 0.338637
-0.0443697 0 0.000984334
--------
-0.998424 0 0.498425
-0.393087 0 0.0772587
-0.949574 1 1.90042
0.772825 0 0.298629
0.953153 0 0.45425
-0.305058 0 0.0465303
0.111811 0 0.00625087
0.312771 0 0.0489129
0.94285 0 0.444483
-0.404513 0 0.0818156
--------
-0.999264 0 0.499265
-0.655564 0 0.214882
-0.905794 0 0.410231
-0.0395706 0 0.000782914
0.991801 0 0.491834
0.171881 0 0.0147715
0.202047 0 0.0204114
0.0958271 0 0.00459142
0.776365 1 0.0250064
0.0785967 0 0.00308872
--------
-0.989562 0 0.489617
0.969336 0 0.469806
0.56606 0 0.160212
0.988402 0 0.488469
0.925273 0 0.428065
0.997788 0 0.49779
-0.773275 0 0.298977
-0.795451 1 1.61182
0.96997 0 0.470421
-0.409522 0 0.0838541
--------
-0.977269 0 0.477528
-0.265469 0 0.0352369
-0.314408 0 0.0494261
-0.38264 0 0.0732068
0.966374 0 0.466939
0.965482 0 0.466077
-0.9274 1 1.85743
-0.997555 0 0.497558
0.70131 0 0.245918
-0.95056 0 0.451782
--------
-0.0793166 0 0.00314556
0.915091 0 0.418696
-0.605595 0 0.183373
0.9979 0 0.497902
0.810994 0 0.328856
0.985081 0 0.485192
-0.956776 0 0.45771
-0.981485 0 0.481656
-0.66154 0 0.218818
-0.950251 1 1.90174
--------
-0.994211 0 0.494228
0.759969 0 0.288776
0.0497651 1 0.451473
-0.549519 0 0.150986
0.985095 0 0.485206
0.95748 0 0.458384
0.132115 0 0.00872717
0.136972 0 0.00938067
0.785934 0 0.308846
0.827332 0 0.342239
--------
0.943306 0 0.444913
0.89778 0 0.403004
-0.531878 1 1.17333
0.954772 0 0.455794
-0.986498 0 0.486589
0.995186 0 0.495198
-0.986892 0 0.486978
-0.850369 0 0.361564
0.323145 0 0.0522113
-0.994326 0 0.494342
--------
-0.379415 0 0.0719778
0.879805 0 0.387028
-0.984124 0 0.48425
0.999529 1 1.11031e-007
0.699498 0 0.244649
0.710484 0 0.252394
-0.91697 0 0.420417
-0.841296 0 0.35389
-0.609281 0 0.185611
-0.975875 0 0.476166
--------
-0.742607 0 0.275732
0.743137 0 0.276126
0.928821 0 0.431354
0.407044 0 0.0828424
-0.888723 0 0.394915
0.999273 0 0.499274
-0.974867 0 0.475182
0.165811 0 0.0137467
0.980078 1 0.000198437
-0.942363 0 0.444024
--------
-0.988466 0 0.488532
0.871542 1 0.00825068
-0.572526 0 0.163893
0.989199 0 0.489257
0.951434 0 0.452613
0.932238 0 0.434533
-0.986901 0 0.486987
-0.58729 0 0.172455
0.891817 0 0.397669
-0.844927 0 0.356951
