------------Training error values------------
-0.32258 0 0.0520289
0.975382 1 0.000303028
--------
0.848692 0 0.360139
-0.999948 0 0.499948
0.587006 1 0.085282
0.310939 0 0.0483416
0.945379 0 0.44687
0.517024 0 0.133657
0.475653 0 0.113123
0.700646 0 0.245452
0.991054 0 0.491095
0.968981 0 0.469462
--------
-0.934219 0 0.436382
-0.238975 0 0.0285544
-0.556529 0 0.154862
0.968806 0 0.469293
0.938946 0 0.44081
0.999959 1 8.57164e-010
0.424283 0 0.090008
0.879289 0 0.386574
-0.853846 0 0.364527
0.968812 0 0.469298
--------
0.437494 0 0.0957007
-0.9956 0 0.49561
0.986297 0 0.486391
0.990583 0 0.490627
0.994377 0 0.494393
0.844235 0 0.356366
0.0557434 0 0.00155366
0.284099 1 0.256257
-0.50394 0 0.126978
0.795598 0 0.316488
--------
0.861659 0 0.371229
-0.99851 0 0.498512
0.884016 1 0.0067261
-0.607956 0 0.184806
0.0308293 0 0.000475221
0.403496 0 0.0814046
0.888218 0 0.394465
0.91173 0 0.415626
0.996511 0 0.496517
0.923042 0 0.426003
--------
0.567069 0 0.160784
-0.999908 0 0.499908
0.584868 0 0.171035
0.988993 0 0.489054
0.992064 1 3.14899e-005
-0.774924 0 0.300253
0.860508 0 0.370237
0.962911 0 0.463598
0.152594 0 0.0116425
0.883724 0 0.390484
--------
0.511668 0 0.130902
-0.996215 0 0.496222
-0.664863 0 0.221022
-0.207506 0 0.0215294
-0.713324 1 1.46774
0.309857 0 0.0480058
-0.7251 0 0.262885
-0.775232 0 0.300492
0.999672 0 0.499673
0.803713 0 0.322977
--------
0.95088 0 0.452086
-0.994597 0 0.494612
0.927417 1 0.00263417
-0.627553 0 0.196912
0.981984 0 0.482147
-0.934833 0 0.436956
0.0636869 0 0.00202801
0.129295 0 0.00835866
0.41542 0 0.0862867
0.631672 0 0.199505
--------
-0.364105 0 0.0662863
-0.415353 1 1.00161
0.793381 0 0.314726
0.664429 0 0.220733
-0.238292 0 0.0283915
-0.960759 0 0.461529
0.723413 0 0.261663
-0.531074 0 0.14102
-0.974097 0 0.474432
0.834568 0 0.348252
--------
0.865189 0 0.374276
-0.999857 0 0.499857
0.992353 0 0.492383
0.99744 0 0.497443
0.996451 0 0.496457
0.384375 0 0.0738722
0.747182 0 0.279141
0.96322 0 0.463896
-0.187833 0 0.0176407
0.810245 1 0.0180035
--------
-0.229195 0 0.0262651
-0.887557 0 0.393879
-0.985744 0 0.485846
0.144068 0 0.0103778
0.923535 0 0.426458
-0.982949 0 0.483095
-0.211901 0 0.022451
-0.422657 1 1.01198
0.453736 0 0.102938
0.161003 0 0.012961
--------
0.953634 0 0.454709
-0.958562 0 0.459421
0.758702 1 0.0291125
-0.715421 0 0.255914
0.991386 0 0.491423
-0.943346 0 0.444951
-0.308297 0 0.0475234
0.962753 0 0.463446
-0.226773 0 0.025713
-0.896525 0 0.401878
--------
0.820341 0 0.33648
-0.935036 0 0.437146
0.814821 0 0.331967
-0.819161 0 0.335512
0.82929 0 0.343861
0.963193 0 0.463871
0.584377 0 0.170748
-0.997769 0 0.497772
0.935955 1 0.00205087
0.999621 0 0.499621
--------
0.633418 0 0.200609
-0.956623 0 0.457564
0.963502 0 0.464168
0.951023 0 0.452223
0.999347 0 0.499347
0.12864 0 0.00827407
0.395377 0 0.0781615
0.191486 1 0.326848
-0.961986 0 0.462709
0.526414 0 0.138556
--------
0.929102 0 0.431616
0.43326 0 0.0938572
0.929682 0 0.432154
-0.532043 0 0.141535
-0.255028 0 0.0325197
-0.996367 0 0.496374
0.989547 1 5.4637e-005
0.551939 0 0.152318
-0.628387 0 0.197435
-0.754928 0 0.284958
--------
0.739899 0 0.273725
-0.982235 0 0.482393
0.978791 0 0.479016
0.989361 0 0.489418
0.999434 0 0.499434
0.334163 0 0.0558325
0.270997 0 0.0367196
0.630892 0 0.199013
-0.959372 0 0.460197
0.251716 1 0.279964
--------
-0.520887 0 0.135662
-0.97584 0 0.476132
0.978292 1 0.000235626
0.996443 0 0.496449
0.915596 0 0.419158
0.237124 0 0.028114
0.69673 0 0.242716
-0.884406 0 0.391087
-0.414227 0 0.085792
0.976742 0 0.477013
--------
-0.580843 0 0.168689
-0.998768 0 0.498769
-0.302142 1 0.847787
0.630766 0 0.198933
0.526989 0 0.138859
0.533568 0 0.142347
-0.415357 0 0.0862607
-0.813538 0 0.330922
0.99922 0 0.49922
0.919497 0 0.422738
--------
-0.00451757 0 1.02042e-005
0.472324 0 0.111545
0.984372 0 0.484495
0.934805 1 0.00212518
0.768315 0 0.295154
0.926331 0 0.429045
-0.810057 0 0.328096
-0.997228 0 0.497231
-0.867942 0 0.376662
0.904254 0 0.408838
--------
0.777798 0 0.302485
0.914335 0 0.418004
0.917974 0 0.421338
-0.450309 0 0.101389
-0.998469 0 0.49847
0.999824 0 0.499824
0.910632 0 0.414625
-0.917904 0 0.421274
0.995727 1 9.12894e-006
0.702381 0 0.246669
--------
0.473913 0 0.112297
-0.827683 1 1.67021
0.167985 0 0.0141095
-0.662473 0 0.219435
0.0120133 0 7.21602e-005
-0.140969 0 0.00993619
0.831296 0 0.345526
0.999739 0 0.499739
-0.868956 0 0.377542
0.841757 0 0.354277
--------
0.570764 0 0.162886
-0.999991 0 0.499991
-0.926035 0 0.42877
0.763558 0 0.291511
0.995878 0 0.495887
-0.824321 0 0.339752
0.930775 1 0.00239605
0.995971 0 0.49598
0.913466 0 0.41721
0.950489 0 0.451715
--------
0.505179 0 0.127603
0.533537 0 0.142331
0.971715 0 0.472115
0.743496 0 0.276393
0.390671 0 0.076312
0.90177 1 0.00482458
-0.227929 0 0.0259758
0.31737 0 0.050362
0.0638838 0 0.00204057
-0.948966 0 0.450268
--------
-0.525612 0 0.138134
0.950715 1 0.00121449
0.984327 0 0.484449
-0.724575 0 0.262504
-0.86643 0 0.375351
0.741103 0 0.274617
0.870836 0 0.379178
-0.874733 0 0.382579
0.926868 0 0.429542
-0.0574411 0 0.00164974
--------
-0.475834 0 0.113209
0.98936 1 5.66014e-005
0.172927 0 0.0149518
0.142586 0 0.0101653
0.305553 0 0.0466813
-0.993151 0 0.493175
0.656693 0 0.215623
-0.665041 0 0.22114
-0.99826 0 0.498261
-0.220166 0 0.0242366
--------
0.326695 1 0.22667
-0.996645 0 0.49665
0.904336 0 0.408912
0.995422 0 0.495432
0.996758 0 0.496764
-0.86306 0 0.372436
0.779177 0 0.303558
0.214265 0 0.0229546
-0.92146 0 0.424544
0.780359 0 0.30448
--------
0.909566 0 0.413655
-0.994618 0 0.494632
-0.531793 1 1.17319
-0.86301 0 0.372393
-0.280358 0 0.0393004
-0.991215 0 0.491254
0.999083 0 0.499083
0.919962 0 0.423165
0.974695 0 0.475015
0.0569448 0 0.00162136
--------
0.834817 0 0.34846
-0.999992 0 0.499992
-0.555509 0 0.154295
0.93023 0 0.432664
0.993169 0 0.493192
-0.829886 0 0.344355
0.973069 1 0.000362631
0.993935 0 0.493954
0.90977 0 0.413841
0.913849 0 0.41756
--------
-0.45011 0 0.1013
0.0128037 0 8.19671e-005
0.752317 0 0.28299
0.716623 0 0.256774
0.885179 1 0.00659188
-0.325798 0 0.0530722
-0.922296 0 0.425315
-0.888118 0 0.394377
-0.990917 0 0.490958
0.671029 0 0.22514
--------
-0.905333 0 0.409814
-0.59203 0 0.17525
-0.353095 0 0.0623379
0.813173 0 0.330625
0.767648 0 0.294642
0.992626 1 2.71885e-005
-0.989805 0 0.489857
0.676676 0 0.228945
0.971208 0 0.471622
-0.508998 0 0.129539
--------
-0.00715438 0 2.55926e-005
-0.983765 0 0.483897
0.982473 0 0.482627
0.916204 0 0.419715
-0.395651 0 0.0782699
0.987843 0 0.487917
-0.47473 0 0.112684
-0.836844 0 0.350154
0.997119 1 4.15075e-006
0.98653 0 0.486621
--------
0.781448 0 0.305331
-0.87197 0 0.380166
0.277875 0 0.0386072
-0.638316 1 1.34204
-0.631593 0 0.199455
0.999775 0 0.499775
-0.992954 0 0.492979
0.801446 0 0.321158
0.933134 0 0.435369
-0.220637 0 0.0243402
--------
-0.148503 0 0.0110266
-0.633401 1 1.334
0.174412 0 0.0152099
0.471298 0 0.111061
0.699499 0 0.244649
-0.971427 0 0.471835
-0.297565 0 0.0442725
0.669405 0 0.224052
-0.993555 0 0.493576
0.825149 0 0.340435
--------
-0.0897169 0 0.00402456
-0.971038 0 0.471457
-0.932319 0 0.434609
0.273258 0 0.0373349
0.994997 0 0.49501
0.945412 1 0.0014899
-0.787992 0 0.310466
0.987074 0 0.487158
0.718072 0 0.257813
-0.591283 0 0.174808
--------
0.0455726 0 0.00103843
0.995726 1 9.1321e-006
0.994405 0 0.49442
0.0266003 0 0.000353789
-0.901319 0 0.406188
-0.998281 0 0.498282
0.828055 0 0.342837
-0.997331 0 0.497335
-0.579716 0 0.168036
-0.26773 0 0.0358396
--------
0.404749 0 0.081911
-0.993429 0 0.49345
0.981675 0 0.481843
0.996886 0 0.496891
0.998336 0 0.498337
-0.562346 0 0.158117
0.638219 0 0.203662
0.622708 0 0.193883
-0.972487 0 0.472865
0.660073 1 0.0577751
--------
0.543077 0 0.147467
-0.134459 0 0.00903957
0.529302 1 0.110778
-0.899506 0 0.404556
-0.795339 0 0.316282
0.645137 0 0.208101
0.983537 0 0.483673
-0.410884 0 0.0844129
0.986385 0 0.486477
0.872116 0 0.380293
--------
0.365376 0 0.0667497
-0.961929 0 0.462654
0.982663 0 0.482813
0.881664 0 0.388666
0.99902 0 0.499021
-0.964234 0 0.464874
0.422357 0 0.0891925
-0.899657 1 1.80435
-0.993156 0 0.49318
0.977867 0 0.478112
--------
-0.953769 0 0.454838
0.998241 0 0.498243
-0.962562 0 0.463263
-0.971197 0 0.471612
-0.91953 1 1.8423
0.999971 0 0.499971
-0.336423 0 0.0565902
-0.999469 0 0.499469
-0.199995 0 0.0199989
0.996994 0 0.496999
--------
0.437556 0 0.0957277
-0.090339 0 0.00408057
0.863848 0 0.373116
0.981677 0 0.481845
0.995949 1 8.20394e-006
-0.774233 0 0.299718
0.0584307 0 0.00170707
-0.881143 0 0.388207
-0.986225 0 0.48632
-0.120894 0 0.00730772
--------
0.740291 0 0.274015
-0.999958 0 0.499958
0.965517 0 0.466112
0.997529 0 0.497532
0.985536 1 0.000104606
-0.969381 0 0.46985
0.597351 0 0.178414
0.493749 0 0.121894
-0.296762 0 0.0440338
0.956303 0 0.457258
--------
0.0846264 0 0.00358081
-0.0416844 0 0.000868794
0.930781 0 0.433177
0.61067 0 0.186459
-0.934701 0 0.436833
0.999245 0 0.499246
-0.546636 0 0.149405
0.915165 0 0.418764
0.987788 1 7.45675e-005
0.698719 0 0.244104
--------
-0.0706248 0 0.00249393
-0.465369 1 1.07365
0.98395 0 0.484079
0.557383 0 0.155338
0.88807 0 0.394334
-0.955551 0 0.456539
0.909145 0 0.413273
-0.999878 0 0.499878
-0.713837 0 0.254782
0.996993 0 0.496998
--------
0.754906 0 0.284941
0.981471 0 0.481643
0.511893 0 0.131017
-0.179919 0 0.0161855
-0.763533 0 0.291491
-0.976065 1 1.95242
0.972001 0 0.472393
0.404468 0 0.0817973
-0.992743 0 0.49277
-0.0883577 0 0.00390354
--------
0.0393498 0 0.000774204
0.518996 0 0.134678
0.826282 0 0.341371
0.971832 0 0.472229
0.671361 0 0.225363
0.628959 0 0.197795
0.601139 0 0.180684
-0.735847 0 0.270735
-0.997199 1 1.9944
0.98251 0 0.482663
--------
0.456382 0 0.104142
-0.979289 0 0.479503
0.988203 0 0.488273
0.971961 0 0.472354
0.99124 0 0.491278
0.980085 0 0.480283
-0.578866 0 0.167543
-0.57579 0 0.165767
-0.254217 0 0.0323131
0.817616 1 0.0166319
--------
0.405215 0 0.0820994
-0.926725 0 0.42941
-0.264034 0 0.0348571
0.118908 0 0.00706953
0.999099 0 0.4991
0.991828 1 3.33904e-005
0.243709 0 0.029697
0.815707 0 0.332689
-0.968579 0 0.469073
0.946804 0 0.448219
--------
0.605451 0 0.183286
-0.999956 0 0.499956
0.660691 0 0.218256
0.980224 0 0.480419
0.997841 0 0.497843
-0.976376 0 0.476655
0.951374 1 0.00118224
0.859487 0 0.369359
-0.750033 0 0.281275
0.990741 0 0.490784
--------
-0.0166343 0 0.000138351
0.993213 0 0.493236
0.683809 0 0.233797
0.246914 0 0.0304833
-0.627406 0 0.196819
0.992638 0 0.492665
-0.854098 0 0.364741
-0.99516 1 1.99033
0.931497 0 0.433844
-0.981076 0 0.481255
--------
0.316833 0 0.0501915
-0.9992 0 0.4992
0.997377 0 0.49738
0.993639 0 0.493659
0.959079 0 0.459916
0.840423 0 0.353156
-0.453732 0 0.102936
-0.590287 0 0.174219
0.382223 0 0.0730472
0.972993 1 0.000364688
--------
0.218906 0 0.0239599
-0.999058 0 0.499058
0.0577351 0 0.00166667
-0.0430283 0 0.000925718
0.915723 0 0.419274
0.338576 0 0.0573169
0.868192 0 0.376879
0.776031 0 0.301112
0.456208 0 0.104063
0.997645 1 2.77327e-006
--------
0.655031 0 0.214533
0.0449505 0 0.00101028
0.884746 0 0.391388
0.272539 1 0.2646
-0.974333 0 0.474662
0.998311 0 0.498312
-0.495536 0 0.122778
0.772112 0 0.298079
0.909075 0 0.413208
0.0648017 0 0.00209963
--------
0.0699117 0 0.00244382
-0.462514 0 0.106959
-0.996926 0 0.496931
-0.958565 0 0.459423
0.847811 0 0.359391
0.998952 0 0.498952
-0.795858 0 0.316695
0.339918 1 0.217854
0.209512 0 0.0219477
0.933312 0 0.435536
--------
0.364186 1 0.20213
-0.99982 0 0.49982
0.929904 0 0.43236
0.998373 0 0.498374
0.993342 0 0.493365
-0.907173 0 0.411482
0.944385 0 0.445931
0.815846 0 0.332803
-0.856086 0 0.366441
0.983073 0 0.483216
--------
-0.883475 0 0.390264
-0.991525 0 0.491561
-0.861734 0 0.371293
-0.41272 0 0.0851689
0.991902 0 0.491935
-0.613749 0 0.188344
0.902023 0 0.406823
0.923314 0 0.426255
-0.2248 0 0.0252675
0.994531 1 1.49541e-005
--------
-0.669044 1 1.39285
-0.993565 0 0.493586
0.894339 0 0.399921
0.992577 0 0.492605
0.994408 0 0.494424
-0.654476 0 0.214169
-0.278341 0 0.038737
-0.735975 0 0.270829
-0.874053 0 0.381985
0.777163 0 0.301991
--------
-0.119459 0 0.00713519
-0.999723 0 0.499723
-0.814573 0 0.331765
0.941488 0 0.4432
0.994983 0 0.494995
-0.789627 0 0.311755
0.725947 1 0.0375525
0.975505 0 0.475805
0.158839 0 0.0126149
0.768249 0 0.295103
--------
0.748513 0 0.280136
-0.999986 0 0.499986
0.100108 0 0.00501084
0.983091 0 0.483234
0.993452 0 0.493474
-0.565578 0 0.159939
0.944735 1 0.00152709
0.993557 0 0.493578
0.874549 0 0.382418
0.912466 0 0.416297
--------
0.832159 0 0.346245
-0.996476 0 0.496482
0.978617 1 0.000228613
0.829978 0 0.344432
0.153617 0 0.0117991
0.229849 0 0.0264152
0.978161 0 0.4784
0.990887 0 0.490928
0.981429 0 0.481601
0.695165 0 0.241627
--------
-0.597411 0 0.17845
-0.840586 0 0.353293
-0.907429 0 0.411714
-0.631596 1 1.33105
-0.101899 0 0.00519167
0.999412 0 0.499412
-0.982011 0 0.482173
0.985311 0 0.485419
0.876803 0 0.384392
0.566665 0 0.160555
--------
0.84278 0 0.355139
-0.999137 0 0.499138
0.937829 0 0.439762
0.849865 0 0.361135
0.531448 0 0.141218
0.292697 0 0.0428356
0.574615 0 0.165091
-0.477084 0 0.113805
0.997056 0 0.497061
0.771555 1 0.0260935
--------
-0.274021 1 0.811565
-0.939239 0 0.441085
0.913766 0 0.417484
0.992148 0 0.492179
0.996002 0 0.49601
0.740434 0 0.274121
0.513499 0 0.131841
-0.376804 0 0.0709908
-0.807076 0 0.325686
0.767268 0 0.29435
--------
-0.884556 0 0.391219
0.453252 0 0.102719
-0.960569 0 0.461346
-0.0928938 0 0.00431463
0.805027 0 0.324034
0.998583 0 0.498584
-0.831735 0 0.345891
0.54081 1 0.105428
-0.722024 0 0.260659
0.930015 0 0.432464
--------
0.744498 0 0.277138
-0.998065 0 0.498067
0.994206 0 0.494223
0.996053 0 0.496061
0.706816 0 0.249795
-0.786191 1 1.59524
0.827555 0 0.342423
0.994428 0 0.494443
0.676492 0 0.228821
-0.670008 0 0.224455
--------
-0.124806 0 0.00778821
0.507422 0 0.128739
-0.547589 0 0.149927
0.570411 0 0.162684
0.745631 1 0.0323518
0.999244 0 0.499245
-0.957462 0 0.458366
0.221899 0 0.0246197
-0.470008 0 0.110454
0.468742 0 0.109859
--------
0.516981 0 0.133635
-0.948113 0 0.449459
0.981241 0 0.481417
0.97806 0 0.478301
0.965992 0 0.46657
-0.00934529 0 4.36672e-005
0.383768 0 0.0736389
0.998808 0 0.498808
-0.200621 1 0.720746
-0.854564 0 0.36514
--------
0.94226 1 0.00166693
-0.998764 0 0.498765
0.93448 0 0.436627
0.506598 0 0.128321
0.921587 0 0.424661
0.680979 0 0.231866
-0.932033 0 0.434343
0.989476 0 0.489532
0.989254 0 0.489311
-0.537803 0 0.144616
--------
0.721706 0 0.26043
0.0147234 0 0.00010839
0.871202 0 0.379496
0.673867 0 0.227048
0.999524 0 0.499524
0.624552 0 0.195033
0.68328 0 0.233436
-0.832165 0 0.34625
-0.975523 0 0.475822
0.672765 1 0.0535415
--------
-0.647715 0 0.209767
-0.358757 0 0.0643534
-0.682349 0 0.2328
0.364971 0 0.0666018
0.934168 1 0.00216691
0.253857 0 0.0322217
-0.78209 0 0.305833
0.589872 0 0.173975
-0.994086 0 0.494104
0.800116 0 0.320093
--------
0.245995 0 0.0302568
0.954109 1 0.001053
0.987419 0 0.487498
-0.888784 0 0.394969
-0.976488 0 0.476765
-0.436909 0 0.0954446
0.975235 0 0.475542
-0.995378 0 0.495389
0.983815 0 0.483946
0.545703 0 0.148896
--------
-0.939313 0 0.441155
0.82683 0 0.341824
-0.814918 1 1.64696
0.514964 0 0.132594
0.960256 0 0.461046
-0.401355 0 0.0805431
-0.57921 0 0.167742
0.055499 0 0.00154007
-0.986773 0 0.48686
0.692408 0 0.239715
--------
0.692174 0 0.239553
-0.201505 0 0.0203021
0.994974 0 0.494987
0.515878 0 0.133065
0.668023 0 0.223127
0.996061 0 0.496069
-0.578016 0 0.167051
0.995651 0 0.49566
-0.778821 1 1.5821
-0.732603 0 0.268354
--------
0.659948 0 0.217766
-0.998391 0 0.498393
-0.676587 0 0.228885
0.556989 0 0.155118
0.204039 0 0.020816
0.840787 0 0.353461
-0.443909 0 0.0985277
0.930395 1 0.00242246
0.944193 0 0.44575
0.765388 0 0.292909
--------
-0.00539199 0 1.45368e-005
0.911679 1 0.00390026
0.971586 0 0.47199
-0.40966 0 0.0839107
-0.977849 0 0.478094
0.917816 0 0.421193
0.946801 0 0.448216
-0.919155 0 0.422423
0.992482 0 0.49251
0.473814 0 0.11225
--------
0.972423 0 0.472803
-0.504775 0 0.127399
0.98582 1 0.000100538
-0.911849 0 0.415734
0.0136127 0 9.26532e-005
0.0691158 0 0.0023885
0.972483 0 0.472861
-0.495702 0 0.12286
0.715648 0 0.256076
0.788274 0 0.310688
--------
0.629698 0 0.19826
-0.999898 0 0.499898
0.93949 0 0.44132
0.998504 0 0.498505
0.993848 0 0.493867
-0.918429 0 0.421756
0.953643 1 0.00107448
0.829197 0 0.343783
-0.694136 0 0.240913
0.970134 0 0.47058
--------
-0.354202 0 0.0627296
0.975467 1 0.000300933
0.995462 0 0.495472
0.502877 0 0.126442
-0.175222 0 0.0153514
-0.999683 0 0.499683
-0.11979 0 0.00717477
-0.991898 0 0.491931
-0.820288 0 0.336436
-0.0686584 0 0.00235699
--------
0.718828 1 0.0395288
-0.769184 0 0.295822
0.0125826 0 7.91604e-005
-0.6833 0 0.233449
-0.81384 0 0.331168
0.937981 0 0.439905
-0.875367 0 0.383134
-0.768794 0 0.295522
0.998044 0 0.498046
-0.370155 0 0.0685074
--------
-0.203627 0 0.020732
-0.980667 0 0.480854
-0.665696 0 0.221575
-0.837258 1 1.68776
0.57067 0 0.162832
0.972829 0 0.473198
-0.915486 0 0.419057
0.0987739 0 0.00487815
0.397837 0 0.0791371
0.999559 0 0.499559
--------
-0.532302 1 1.17397
-0.997217 0 0.497221
0.83578 0 0.349265
0.987607 0 0.487684
0.996253 0 0.49626
-0.776666 0 0.301605
-0.543149 0 0.147505
-0.635129 0 0.201694
-0.834482 0 0.34818
0.697596 0 0.24332
--------
-0.152287 0 0.0115957
0.998184 1 1.64913e-006
0.978879 0 0.479102
0.11109 0 0.00617054
-0.747001 0 0.279005
-0.999916 0 0.499916
0.86209 0 0.371599
-0.997416 0 0.49742
-0.910537 0 0.414539
-0.769142 0 0.295789
--------
0.216134 0 0.0233569
0.992372 1 2.90928e-005
0.977164 0 0.477424
-0.73071 0 0.266968
-0.970139 0 0.470585
-0.992938 0 0.492963
0.993702 0 0.493721
-0.999923 0 0.499923
0.673869 0 0.22705
0.527416 0 0.139084
--------
-0.345058 0 0.0595324
-0.950384 0 0.451615
0.999307 0 0.499307
0.995769 0 0.495778
-0.145539 0 0.0105908
-0.0343645 0 0.000590461
-0.423899 0 0.089845
0.922796 0 0.425776
-0.6865 1 1.42214
0.753604 0 0.283959
--------
0.895249 0 0.400735
-0.997811 0 0.497814
0.853202 1 0.0107749
-0.825197 0 0.340475
-0.143656 0 0.0103185
0.370464 0 0.0686216
0.954001 0 0.455059
0.820186 0 0.336352
0.996483 0 0.496489
0.961319 0 0.462067
--------
-0.165295 1 0.678956
-0.983846 0 0.483976
0.782495 0 0.306149
0.981613 0 0.481782
0.997854 0 0.497857
-0.63864 0 0.203931
0.0544438 0 0.00148206
-0.639214 0 0.204297
-0.908522 0 0.412707
0.569868 0 0.162375
--------
0.902911 0 0.407624
-0.844592 0 0.356668
0.901583 0 0.406426
0.850792 1 0.0111315
0.998128 0 0.49813
0.99523 0 0.495242
-0.587903 0 0.172815
0.35035 0 0.0613725
-0.746852 0 0.278894
-0.00908064 0 4.1229e-005
--------
-0.517181 0 0.133738
-0.992683 0 0.492709
-0.793113 0 0.314514
-0.60879 0 0.185313
0.950958 0 0.45216
-0.945235 0 0.446735
0.947224 0 0.448616
0.406489 0 0.0826165
0.843161 0 0.355461
0.98983 1 5.17128e-005
--------
0.470127 0 0.11051
0.395194 0 0.078089
0.975531 0 0.475831
0.745085 0 0.277576
0.642075 1 0.0640553
-0.529436 0 0.140151
-0.973758 0 0.474103
0.615961 0 0.189704
-0.422783 0 0.0893729
-0.981499 0 0.48167
--------
0.431372 1 0.161669
-0.999955 0 0.499955
0.826293 0 0.34138
0.993281 0 0.493303
0.998743 0 0.498744
-0.600026 0 0.180015
-0.849296 0 0.360652
0.946434 0 0.447869
-0.322653 0 0.0520523
0.343996 0 0.0591665
--------
-0.169802 0 0.0144164
0.799121 0 0.319297
0.702801 0 0.246964
-0.896962 0 0.402271
-0.996098 0 0.496105
0.0975557 1 0.407203
0.54824 0 0.150283
-0.115536 0 0.00667432
0.8894 0 0.395517
0.354697 0 0.062905
--------
0.867218 1 0.00881549
-0.992365 0 0.492394
0.89187 0 0.397716
0.963348 0 0.46402
0.815441 0 0.332472
0.852799 0 0.363633
0.994017 0 0.494035
0.999015 0 0.499016
0.779491 0 0.303803
0.647639 0 0.209718
--------
0.0566619 0 0.00160529
-0.999468 0 0.499468
0.356214 0 0.0634444
0.900217 0 0.405196
0.996453 0 0.49646
-0.621981 0 0.19343
0.88 1 0.0072
0.92761 0 0.43023
-0.988466 0 0.488533
0.9991 0 0.499101
--------
-0.996675 0 0.496681
-0.0859028 1 0.589592
0.85339 0 0.364137
0.902248 0 0.407025
0.350045 0 0.0612659
-0.973843 0 0.474185
0.904905 0 0.409427
-0.999627 0 0.499627
0.204457 0 0.0209014
0.998029 0 0.498031
--------
0.769031 0 0.295704
-0.999931 0 0.499931
0.55682 0 0.155024
0.661504 0 0.218794
0.985819 0 0.485919
0.656184 0 0.215288
-0.161563 0 0.0130514
0.826748 1 0.0150081
0.967943 0 0.468456
0.881141 0 0.388204
--------
-0.887731 0 0.394033
-0.0248819 0 0.000309555
0.477516 0 0.114011
0.798187 0 0.318551
0.792638 0 0.314137
-0.985501 0 0.485606
0.999528 0 0.499528
-0.971416 1 1.94324
-0.817168 0 0.333881
0.999562 0 0.499563
--------
0.734118 0 0.269464
-0.938127 0 0.440041
0.934901 0 0.43702
0.727871 0 0.264898
0.999272 0 0.499272
0.804617 0 0.323704
-0.812766 0 0.330294
0.885065 0 0.39167
-0.984087 1 1.9683
-0.173627 0 0.0150731
--------
-0.124286 0 0.00772347
-0.99592 1 1.99185
0.951262 0 0.45245
0.977661 0 0.477911
0.985274 0 0.485382
-0.572984 0 0.164155
-0.381459 0 0.0727556
0.988189 0 0.488259
-0.999335 0 0.499335
0.993243 0 0.493266
--------
0.681543 0 0.232251
-0.999842 0 0.499842
0.951041 0 0.45224
0.946613 0 0.448038
0.993104 0 0.493128
-0.96093 0 0.461694
-0.451367 0 0.101866
-0.770182 0 0.29659
-0.289802 0 0.0419926
0.978132 1 0.000239096
--------
0.983963 0 0.484091
0.779902 0 0.304123
0.999256 1 2.76799e-007
-0.192404 0 0.0185097
0.392671 0 0.0770953
0.74683 0 0.278878
0.486528 0 0.118355
-0.822009 0 0.337849
-0.449922 0 0.101215
-0.642922 0 0.206674
--------
0.532717 1 0.109177
-0.999906 0 0.499906
0.825304 0 0.340563
0.896997 0 0.402302
0.998427 0 0.498428
0.895757 0 0.40119
-0.930586 0 0.432995
0.908941 0 0.413087
0.717971 0 0.257741
0.0893742 0 0.00399387
--------
0.497523 0 0.123765
-0.889518 0 0.395621
0.789219 0 0.311434
-0.0487772 0 0.00118961
0.98817 0 0.48824
0.999423 1 1.66723e-007
-0.980941 0 0.481123
0.30529 0 0.0466008
-0.947251 0 0.448642
0.957495 0 0.458399
--------
-0.41618 0 0.086603
0.99924 1 2.8871e-007
0.93043 0 0.43285
-0.900024 0 0.405021
-0.993925 0 0.493943
0.916693 0 0.420163
0.165589 0 0.0137098
-0.960064 0 0.460862
-0.517173 0 0.133734
0.171061 0 0.014631
--------
0.991415 0 0.491452
0.20955 0 0.0219557
0.922621 1 0.00299375
-0.870242 0 0.378661
0.588751 0 0.173314
-0.501724 0 0.125864
0.7405 0 0.27417
-0.960588 0 0.461364
0.723467 0 0.261702
0.272576 0 0.0371489
--------
0.451309 0 0.10184
-0.998559 0 0.49856
0.905897 1 0.00442767
0.0384554 0 0.000739407
-0.517984 0 0.134154
0.816465 0 0.333307
0.896233 0 0.401617
0.914088 0 0.417779
0.998748 0 0.498749
0.973283 0 0.47364
--------
0.34343 0 0.0589721
0.989308 0 0.489365
-0.871746 0 0.379971
-0.990707 0 0.49075
-0.675291 0 0.228009
0.999742 0 0.499742
0.567567 0 0.161066
-0.414188 1 0.999963
0.473529 0 0.112115
0.81984 0 0.336069
--------
0.746089 0 0.278324
-0.983669 0 0.483802
0.91972 0 0.422942
0.853533 1 0.0107263
0.852064 0 0.363007
0.999738 0 0.499738
-0.978846 0 0.479069
0.681574 0 0.232271
-0.444906 0 0.0989706
0.921454 0 0.424539
--------
0.731232 0 0.26735
-0.855369 0 0.365828
0.963692 0 0.464351
0.872947 0 0.381019
0.998118 0 0.498119
0.960805 1 0.000768141
-0.106461 0 0.00566698
-0.76188 0 0.290231
-0.711186 0 0.252893
0.710295 0 0.252259
--------
0.844029 0 0.356193
-0.998891 0 0.498892
-0.313679 0 0.0491972
-0.513979 0 0.132087
-0.853704 1 1.71811
-0.466138 0 0.108642
0.974866 0 0.475182
-0.0212631 0 0.000226061
0.999166 0 0.499166
0.697729 0 0.243413
--------
0.53736 0 0.144378
0.192549 0 0.0185375
0.267637 0 0.0358148
